Dolphin_ID_Number,Fin,Name,Dead,Dolphin_First_Observed,Comments,Fin_Shape_Family,Second_Fin_Shape_Family,Third_Fin_Shape_Family,PrintThisOne,Central_Catalog #,Manteo_Match,Virginia_Beach,Wilmington_Match,OcracokeMatch,CCUMatch,Known_Male,Seen_by_Trawler,Known_Female,s_GUID,HatterasMatch,Bad,Bad,No_Left_Photo,No_Right_Photo,Best_of_Project_Done,Better_Left_Photo,Better_Right_Photo,Cull_This_Dolphin,Scan_Picture,Change_To,Notes:,Distinctivenss,Missing_Date,Other
1702a,TN34B,,FALSE,07-Nov-96,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A4C56FD0-CA9F-11D4-BC29-B0219AD0F73F},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,1,FALSE,FALSE
1709a,3/4A,,FALSE,10-Nov-96,,Long Shallow Notch,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A4C56FD2-CA9F-11D4-BC29-B0219AD0F73F},FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
1711a,5A,,FALSE,30-Dec-96,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A4C56E41-CA9F-11D4-BC29-B0219AD0F73F},FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,3,FALSE,FALSE
1718a,3/4A,Lightning,FALSE,20-Nov-96,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A4C56E42-CA9F-11D4-BC29-B0219AD0F73F},FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,3,FALSE,FALSE
1718p,3/4A,,FALSE,21-Dec-99,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{207060B0-1235-11D5-BC29-BDB1E7C43E3C},FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,1,FALSE,FALSE
1718q,3/4A,,FALSE,16-Apr-02,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{DB965AE3-55D4-11D6-BC29-D3B37C6E843C},FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
1726a,TN343,Haiku,FALSE,12-Dec-96,,1247 Family,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,{A4C56E43-CA9F-11D4-BC29-B0219AD0F73F},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
1727a,TN5B4,,FALSE,14-Dec-96,,,,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,{A4C56FD4-CA9F-11D4-BC29-B0219AD0F73F},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
1727p,TN5B4,,FALSE,18-Mar-04,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{4951D470-82B4-4B1A-A98D-5DFC158FD50F},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,1,FALSE,FALSE
1728a,TM,,FALSE,14-Dec-96,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A4C56FD5-CA9F-11D4-BC29-B0219AD0F73F},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
1731a,TN5B5,,FALSE,14-Dec-96,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A4C56FD8-CA9F-11D4-BC29-B0219AD0F73F},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
1732a,TN1,,FALSE,14-Dec-96,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A4C56FD9-CA9F-11D4-BC29-B0219AD0F73F},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,3,FALSE,FALSE
1733a,TN5A1,,FALSE,14-Dec-96,,,,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,{A4C56FDA-CA9F-11D4-BC29-B0219AD0F73F},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,1,FALSE,FALSE
1733p,TN341,,FALSE,17-Oct-97,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A4C56FDB-CA9F-11D4-BC29-B0219AD0F73F},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
1734a,TN5A1,,FALSE,14-Dec-96,,,,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A4C56FDC-CA9F-11D4-BC29-B0219AD0F73F},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
1740a,5B,Fiddler,FALSE,26-Jan-95,,,,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A4C56FDF-CA9F-11D4-BC29-B0219AD0F73F},FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
1741a,TN5A1,,FALSE,14-Dec-96,,,,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A4C56FE1-CA9F-11D4-BC29-B0219AD0F73F},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
1744a,5B,,FALSE,14-Dec-96,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A4C56FD3-CA9F-11D4-BC29-B0219AD0F73F},FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
1747a,TN5A1,,FALSE,17-Dec-96,,,,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A4C56FD7-CA9F-11D4-BC29-B0219AD0F73F},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
1748a,3/4A,,FALSE,17-Dec-96,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A4C56FE2-CA9F-11D4-BC29-B0219AD0F73F},FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,1,FALSE,FALSE
1751a,TN340,,FALSE,17-Dec-96,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A4C56FE3-CA9F-11D4-BC29-B0219AD0F73F},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
1751q,TN340,,FALSE,06-Oct-97,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A4C56FE4-CA9F-11D4-BC29-B0219AD0F73F},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
1752a,TN340,,FALSE,30-Dec-96,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A4C56FE5-CA9F-11D4-BC29-B0219AD0F73F},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
1753a,TN2B,,FALSE,17-Dec-96,,,,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A4C56FE6-CA9F-11D4-BC29-B0219AD0F73F},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,1,FALSE,FALSE
1754a,TN5B5,,FALSE,17-Dec-96,,,,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A4C56FE7-CA9F-11D4-BC29-B0219AD0F73F},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,1,FALSE,FALSE
1755a,TN341,,FALSE,17-Dec-96,,,,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A4C56FE8-CA9F-11D4-BC29-B0219AD0F73F},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
1756a,TN1,,FALSE,17-Dec-96,,Blue Hand,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A4C56FE9-CA9F-11D4-BC29-B0219AD0F73F},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
1757a,2A,,FALSE,17-Dec-96,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A4C56FDD-CA9F-11D4-BC29-B0219AD0F73F},FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
1760a,3/4B,,FALSE,17-Dec-96,,,,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A4C56FEA-CA9F-11D4-BC29-B0219AD0F73F},FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
1763a,TN34B,,FALSE,22-Dec-96,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A4C56FEC-CA9F-11D4-BC29-B0219AD0F73F},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
1765a,TN34B,,FALSE,22-Feb-96,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A4C56FED-CA9F-11D4-BC29-B0219AD0F73F},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
1766a,TN1,,FALSE,17-Dec-96,,,,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A4C56FF0-CA9F-11D4-BC29-B0219AD0F73F},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
1769a,5A,,FALSE,22-Dec-96,,,,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A4C56FF1-CA9F-11D4-BC29-B0219AD0F73F},FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,3,FALSE,FALSE
1770a,5A,Whitecap,FALSE,22-Dec-96,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A4C56FF2-CA9F-11D4-BC29-B0219AD0F73F},FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
1770p,5A,,FALSE,01-Dec-11,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A33FC4A5-6620-4884-BE24-FB7DEB9EC1C4},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
1772a,5B,,FALSE,22-Dec-96,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A4C56FF4-CA9F-11D4-BC29-B0219AD0F73F},FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,2,FALSE,FALSE
1773a,2C,,FALSE,30-Dec-96,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A4C56FF5-CA9F-11D4-BC29-B0219AD0F73F},FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
1774a,3/4A,,FALSE,22-Dec-96,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A4C56FF6-CA9F-11D4-BC29-B0219AD0F73F},FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,1,FALSE,FALSE
1776a,TN5B4,Monkey Wrench,FALSE,22-Dec-96,,,,,FALSE,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,{A4C56FF7-CA9F-11D4-BC29-B0219AD0F73F},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,1,FALSE,FALSE
1777a,2B,,FALSE,22-Dec-96,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A4C56FF9-CA9F-11D4-BC29-B0219AD0F73F},FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
1778a,2B,,FALSE,22-Dec-96,,Lasagna,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A4C56FEE-CA9F-11D4-BC29-B0219AD0F73F},FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
1779a,TN5B3,,FALSE,22-Dec-96,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A4C56FEF-CA9F-11D4-BC29-B0219AD0F73F},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
1780a,3/4A,,FALSE,22-Dec-96,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A4C56FFA-CA9F-11D4-BC29-B0219AD0F73F},FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,1,FALSE,FALSE
1781a,3/4A,,FALSE,22-Dec-96,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A4C56FFB-CA9F-11D4-BC29-B0219AD0F73F},FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
1782a,3/4A,,FALSE,23-Dec-96,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A4C56FFC-CA9F-11D4-BC29-B0219AD0F73F},FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,1,FALSE,FALSE
1783a,3/4B,,FALSE,30-Dec-96,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A4C56FFD-CA9F-11D4-BC29-B0219AD0F73F},FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
1785a,5A,,FALSE,22-Dec-96,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A4C56FFE-CA9F-11D4-BC29-B0219AD0F73F},FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,3,FALSE,FALSE
1786a,5B,,FALSE,22-Dec-96,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A4C56FFF-CA9F-11D4-BC29-B0219AD0F73F},FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
1787a,5B,,FALSE,22-Dec-96,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A4C57000-CA9F-11D4-BC29-B0219AD0F73F},FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
1789a,TM,Popover/Shallot,FALSE,27-Dec-96,,,,,FALSE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A4C57002-CA9F-11D4-BC29-B0219AD0F73F},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,1,FALSE,FALSE
1790a,TN34B,,FALSE,27-Dec-96,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A4C57004-CA9F-11D4-BC29-B0219AD0F73F},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
1792a,3/4B,,FALSE,06-Jul-96,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{1BD17542-A8A3-4440-A6F0-5478A1F6D2D4},FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
1794a,TN5B4,,FALSE,27-Dec-96,,Long Shallow Notch,,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A4C57006-CA9F-11D4-BC29-B0219AD0F73F},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,1,FALSE,FALSE
1796a,TN340,,FALSE,27-Dec-96,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A4C57007-CA9F-11D4-BC29-B0219AD0F73F},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,3,FALSE,FALSE
1796p,2B,,FALSE,26-Feb-98,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A4C57008-CA9F-11D4-BC29-B0219AD0F73F},FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
1797a,TN5A1,,FALSE,27-Dec-96,,,,,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,{A4C57009-CA9F-11D4-BC29-B0219AD0F73F},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
1798a,TN5A2,,FALSE,27-Dec-96,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A4C5700B-CA9F-11D4-BC29-B0219AD0F73F},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
1799a,TN5A2,,FALSE,27-Dec-96,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A4C5700C-CA9F-11D4-BC29-B0219AD0F73F},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
1803a,5B,,FALSE,27-Dec-96,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A4C57011-CA9F-11D4-BC29-B0219AD0F73F},FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
1804a,5B,,FALSE,27-Dec-96,,,,,FALSE,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,{A4C57012-CA9F-11D4-BC29-B0219AD0F73F},FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
1805a,5B,,FALSE,27-Dec-96,,Keyhole,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A4C57013-CA9F-11D4-BC29-B0219AD0F73F},FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
1806a,5B,,FALSE,27-Dec-96,,Long Shallow Notch,,,FALSE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A4C57015-CA9F-11D4-BC29-B0219AD0F73F},FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
1809a,3/4A,,FALSE,27-Dec-96,"Catalog changed from ""1"" to 3/4A on  12/27/23.",Platform,Dash,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A4C57016-CA9F-11D4-BC29-B0219AD0F73F},FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
1810a,5A,,FALSE,04-May-95,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A4C57017-CA9F-11D4-BC29-B0219AD0F73F},FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
1811a,TN2B,Scoop,FALSE,12-Jan-97,,,,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A4C57018-CA9F-11D4-BC29-B0219AD0F73F},TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,1,FALSE,FALSE
1812a,TN341,Overture,FALSE,13-Dec-95,,,,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A4C57019-CA9F-11D4-BC29-B0219AD0F73F},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
1815a,3/4A,,FALSE,12-Jan-97,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{9F706639-3E39-459F-9709-D9CDCAC7FF60},FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,1,FALSE,FALSE
1816a,3/4A,,FALSE,12-Jan-97,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A4C57014-CA9F-11D4-BC29-B0219AD0F73F},FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
1818a,5A,,FALSE,26-Jan-96,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A4C5701A-CA9F-11D4-BC29-B0219AD0F73F},FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
1821a,5B,,FALSE,12-Jan-97,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A4C5701C-CA9F-11D4-BC29-B0219AD0F73F},FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
1825a,TN34B,,FALSE,03-Jan-95,,,,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A4C5701E-CA9F-11D4-BC29-B0219AD0F73F},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
1827a,TN2B,,FALSE,09-Jan-95,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A4C57020-CA9F-11D4-BC29-B0219AD0F73F},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
1828a,2B,,FALSE,13-Jan-97,,Nariz Family,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A4C57023-CA9F-11D4-BC29-B0219AD0F73F},FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
1828p,3/4A,,FALSE,15-Oct-96,,Nariz Family,,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{F97641EA-958A-11D5-BC29-C98C089D2C3C},FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
1828q,3/4A,,FALSE,28-Nov-01,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A9CA6427-1562-11D6-BC29-EEDFDD288B3C},FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
1828r,3/4A,,FALSE,13-Dec-14,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{6F53B729-4145-4E7A-9093-07C448F3AA75},FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
1831a,5A,,FALSE,13-Jan-97,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A4C57024-CA9F-11D4-BC29-B0219AD0F73F},FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
1831p,2A,,FALSE,18-Dec-02,Moved from 5A to 2A on 07Dec22.,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{4B5C735A-CC1F-40A4-9BF7-981D90D8A6D3},FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,3,FALSE,FALSE
1832a,5A,,FALSE,13-Jan-97,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A4C57025-CA9F-11D4-BC29-B0219AD0F73F},FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,3,FALSE,FALSE
1834a,3/4A,,FALSE,10-Feb-96,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{A4C57026-CA9F-11D4-BC29-B0219AD0F73F},FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
1834p,3/4A,,FALSE,29-Jul-89,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,{8DB6B617-A179-4F22-A4E2-D81D5A3EA1BF},FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,FALSE,FALSE
