AutoNum,Trip Date,Trip #,Sight #,Dolphin ID Number,New Dolphin?,Resight?,Seen Offshore?,s_GUID,Clarity,Contrast,Angle,Partial,Overall,Distinctiveness,Verified
-1316545578,17-Aug-90,1,1,0807a,FALSE,TRUE,FALSE,{CA6A764A-F172-4DED-A0B8-974D96837417},,,,FALSE,,,TRUE
-1316391231,01-Apr-10,1,4,2582a,FALSE,TRUE,FALSE,{018A3F24-7B43-47D2-BE87-BFB5915AB183},2,1,1,FALSE,4,,FALSE
-1316359157,29-Nov-00,1,1,2320a,FALSE,TRUE,FALSE,{2EF1EAAD-658A-4C4A-B4F7-9156FE3830A4},,,,FALSE,,,FALSE
-1316044651,30-Apr-97,1,1,0075a,FALSE,TRUE,FALSE,{565D689A-B955-4DB8-AF09-D25C6D97B8C7},,,,FALSE,,,FALSE
-1316039817,10-Nov-19,1,2,2573a,FALSE,TRUE,FALSE,{82E951DC-8259-4932-BCC7-A045BFD9E2E6},2,1,1,FALSE,4,,FALSE
-1315516990,13-Apr-12,1,2,0690p,TRUE,FALSE,FALSE,{7FF41DAD-FD7F-4F33-9EA8-95F1E01A0B30},3,2,1,FALSE,6,,FALSE
-1315146523,26-Feb-97,1,1,1881a,FALSE,TRUE,FALSE,{71F9E417-75ED-4BBC-9C16-C93103D64E35},,,,FALSE,,,TRUE
-1315049280,23-Oct-07,1,1,0618a,FALSE,TRUE,FALSE,{CADDDEAE-5D58-4653-81C3-DC6A8E65F0C6},2,4,1,FALSE,7,,FALSE
-1314793297,03-Jun-03,1,2,2919a,TRUE,FALSE,FALSE,{58D25904-BC4A-4F02-B3C6-499AD1718E12},,,,FALSE,,,TRUE
-1314602963,25-Feb-96,1,1,1425a,FALSE,TRUE,FALSE,{E39DB832-0E44-40CD-800E-7FDB41EF074B},,,,FALSE,,,FALSE
-1313352034,08-Aug-97,1,1,1328a,FALSE,TRUE,FALSE,{9EEC7B2F-E62A-11D4-BC29-915F4E9FE43C},,,,FALSE,,,FALSE
-1313339155,11-Sep-98,1,1,0572c,FALSE,TRUE,FALSE,{3CECAEFE-A881-11D6-BC29-B6B2C1EF7F32},,,,FALSE,,,TRUE
-1313077102,14-Jun-01,1,1,0080a,FALSE,TRUE,FALSE,{0F44F3CB-0E5E-11D6-BC29-C88A20C3793F},,,,FALSE,,,TRUE
-1312890602,23-Oct-03,1,2,3008a,TRUE,FALSE,FALSE,{4E47D6D0-3E20-4FAF-8B76-9B6D898372BA},,,,FALSE,,,TRUE
-1312279137,12-Aug-14,1,1,0111p,FALSE,TRUE,FALSE,{9587F842-8F02-4E23-BD6D-48205F7DD630},1,1,1,FALSE,3,,FALSE
-1312062328,30-May-03,1,2,1021a,FALSE,TRUE,FALSE,{CA1A903F-B014-4AB7-B9E5-BE4E1AEBB308},,,,FALSE,,,FALSE
-1311812734,20-Dec-05,1,2,2639a,FALSE,TRUE,FALSE,{0777BAF7-F0CD-48AD-AF29-0E39AF0C1775},,,,FALSE,,,TRUE
-1310516637,15-Jun-06,1,1,0401a,FALSE,TRUE,FALSE,{9D8B92CA-E13A-4DF1-8879-0FC4B001F8BD},3,2,1,FALSE,6,,TRUE
-1310172622,20-Mar-11,1,1,4245a,TRUE,FALSE,FALSE,{6968522E-3C9B-4911-A98D-EA95A5A1714B},3,1,3,TRUE,7,,FALSE
-1310042006,10-Jul-97,1,1,1331a,FALSE,TRUE,FALSE,{9AE7BE25-C822-42CA-A290-4C222EB31154},,,,FALSE,,,FALSE
-1309925527,29-Dec-10,1,2,4066a,FALSE,TRUE,FALSE,{290CBE59-43BF-496E-8E2D-02BF5686BFBE},3,5,1,FALSE,9,,FALSE
-1309671553,18-Nov-18,1,2,3785a,FALSE,TRUE,FALSE,{E3A2EC39-9075-4DEB-A5EB-64D70CEB97CF},3,1,1,FALSE,5,,FALSE
-1309405591,05-Dec-97,1,1,1142a,FALSE,TRUE,FALSE,{D80C8888-87B7-41AC-A9E4-D6CD893366CE},,,,FALSE,,,TRUE
-1309165833,28-Dec-06,1,1,3338a,FALSE,TRUE,FALSE,{80537B49-6DB5-4E52-88E9-B0E8273C1156},1,4,1,FALSE,6,,FALSE
-1308461046,27-Apr-05,1,2,0041p,FALSE,TRUE,FALSE,{A8257986-0614-4C0F-9DA3-8FAF1B8976C0},,,,FALSE,,,FALSE
-1308402164,12-Oct-07,1,1,3704a,TRUE,FALSE,FALSE,{1830958A-E39B-4486-A34C-4E1AD264CE8C},2,3,1,FALSE,6,,FALSE
-1307887666,03-May-95,1,1,2021a,TRUE,FALSE,FALSE,{30E16BF2-EC7E-46CF-A1AB-9B0396CA8D55},,,,FALSE,,,TRUE
-1307782374,28-Nov-01,1,2,1897a,FALSE,TRUE,FALSE,{A9CA647C-1562-11D6-BC29-EEDFDD288B3C},,,,FALSE,,,FALSE
-1306455053,28-Feb-22,1,1,4832a,FALSE,TRUE,FALSE,{C49B5E5E-1B53-428A-AF45-4B84B23C7C46},2,1,1,FALSE,4,,FALSE
-1306291421,03-Mar-04,1,3,1427a,FALSE,TRUE,FALSE,{E984101F-D6F6-4164-99F6-F74C4FE0D068},,,,FALSE,,,TRUE
-1306253413,11-Nov-05,1,1,2582a,FALSE,TRUE,FALSE,{F214A1F0-066A-402F-AF1F-EBDB1544A9A1},,,,FALSE,,,FALSE
-1305682519,22-Jan-04,1,2,1185a,FALSE,TRUE,FALSE,{9F9CD1BA-A99B-47B8-AF35-645BDBAEA589},,,,FALSE,,,TRUE
-1305610824,16-May-15,1,1,2039a,FALSE,TRUE,FALSE,{12EB9E0E-9BC5-420F-AE62-FAFBA8EBA3C1},2,3,1,FALSE,6,,FALSE
-1305474803,03-May-07,1,1,3679a,TRUE,FALSE,FALSE,{E7C31DFE-4034-47C4-82B8-0BFC50CE01C9},3,1,2,FALSE,6,,FALSE
-1304912583,26-Jul-96,1,1,1335a,FALSE,TRUE,FALSE,{1B1A3DA5-FEE1-4F40-B90C-D8FD93DB55DB},,,,FALSE,,,FALSE
-1304264230,15-Dec-12,1,1,4407a,FALSE,TRUE,FALSE,{A597573E-DBBE-4F8C-8DB8-89D687C64B70},3,1,1,FALSE,5,,FALSE
-1304164329,17-Apr-08,1,3,3822a,TRUE,FALSE,FALSE,{751D2B75-24B5-4E53-B196-7B2BC3628477},2,3,2,FALSE,7,,FALSE
-1302939801,03-Mar-00,1,3,2575a,FALSE,TRUE,FALSE,{D897DCAB-51E5-11D6-BC29-E53863EBB23C},,,,FALSE,,,TRUE
-1302809465,18-Oct-93,1,1,0375a,FALSE,TRUE,FALSE,{A9B66148-8CDC-4594-9ACC-6ADA5DBDF7D9},,,,FALSE,,,FALSE
-1302779417,13-Dec-14,1,4,4711a,TRUE,FALSE,FALSE,{559E29FC-8045-49B6-8AF3-49A500D8E6FB},2,1,2,FALSE,5,,FALSE
-1302617605,15-Oct-98,1,3,0041a,FALSE,TRUE,FALSE,{276BEC7E-9D7F-11D6-BC29-EA3E1232343F},,,,FALSE,,,FALSE
-1302503260,31-Aug-14,1,1,2671a,FALSE,TRUE,FALSE,{7E3FC7AE-9709-468D-BDEF-E6CE163F3F5A},3,4,1,FALSE,8,,FALSE
-1302439141,06-Oct-06,1,1,2974a,FALSE,TRUE,FALSE,{11CDCBAE-20E6-4A3D-92E5-27E5ED663189},4,3,1,FALSE,8,,FALSE
-1302063617,05-Jul-05,1,1,0010r,FALSE,TRUE,FALSE,{A50EEE46-F8D8-40DC-B118-3EF1133CB421},,,,FALSE,,,TRUE
-1301649399,22-Oct-94,1,1,0459a,FALSE,TRUE,FALSE,{C5AD807B-B9FD-414C-9E02-F4CD34A8D6D0},,,,FALSE,,,FALSE
-1301409158,29-Jan-15,1,1,4747a,TRUE,FALSE,FALSE,{582E6132-E435-4DDC-BFFF-8FD470B0C453},1,5,2,FALSE,8,,FALSE
-1300691640,25-May-18,1,1,1341a,FALSE,TRUE,FALSE,{B8A454AC-07E5-475D-AD1A-616745FFA076},2,2,2,FALSE,6,,FALSE
-1299679497,26-Oct-16,1,1,2842a,FALSE,TRUE,FALSE,{1DF828F4-16C2-45FA-933F-0312D05E0B83},2,1,1,FALSE,4,,FALSE
-1299534219,09-Mar-99,1,1,2456a,FALSE,TRUE,FALSE,{09D55E1F-08FB-11D6-BC29-D0BCB429F03F},,,,FALSE,,,TRUE
-1299112091,20-Sep-18,1,1,5063a,TRUE,FALSE,FALSE,{BDA50830-15B2-4841-BF49-F9B48986D11A},2,1,1,FALSE,4,,FALSE
-1298989787,03-Feb-97,1,1,0641a,FALSE,TRUE,FALSE,{B3D98556-1161-4C89-BF60-FA8885F34970},,,,FALSE,,,FALSE
-1298872675,12-Sep-00,1,1,0025a,FALSE,TRUE,FALSE,{D83AF4F3-E3A5-4B43-BEE2-F78B9D414FA7},,,,FALSE,,,TRUE
-1298526219,07-Feb-96,1,1,0842a,FALSE,TRUE,FALSE,{3EB251B2-7DA9-4264-B08B-34407880CF39},,,,FALSE,,,TRUE
-1298445981,08-Aug-10,1,1,1021a,FALSE,TRUE,FALSE,{9A9A6060-FE33-4DBA-8FE3-95AECE26D5D9},2,5,1,FALSE,8,,FALSE
-1297906445,07-Feb-96,1,1,0301a,FALSE,TRUE,FALSE,{137ED757-4E4F-40A9-9056-7193491C32A7},,,,FALSE,,,TRUE
-1297894187,28-Jul-00,1,1,1332a,FALSE,TRUE,FALSE,{C9273295-55E1-11D6-BC29-D3B37C6E843C},,,,FALSE,,,FALSE
-1297594743,03-Apr-99,1,1,2508a,TRUE,FALSE,FALSE,{6FB18243-DCF5-11D5-BC29-FC0F78EFCC3C},,,,FALSE,,,FALSE
-1297291651,07-Feb-96,1,1,0271a,FALSE,TRUE,FALSE,{85811832-7734-4F4A-B3CA-B1F097A19C14},,,,FALSE,,,TRUE
-1297251855,10-Jun-02,1,1,2040p,TRUE,FALSE,TRUE,{362A64C0-3855-437E-9C65-1DFAA0ADFF20},,,,FALSE,,,TRUE
-1296969279,20-Apr-10,1,1,4092a,TRUE,FALSE,FALSE,{B6B410E4-9795-4DC1-8C7C-2385DB7884AB},2,3,1,FALSE,6,,FALSE
-1296791836,29-Apr-05,1,3,3258a,FALSE,TRUE,FALSE,{4CEDE4FB-69A4-4D12-AD28-5994381829E9},,,,FALSE,,,TRUE
-1296699657,24-Mar-03,1,1,2753a,FALSE,TRUE,FALSE,{E47BE771-09ED-44BD-BC3E-C5A85C659209},,,,FALSE,,,TRUE
-1296539860,15-Aug-07,1,1,3190a,FALSE,TRUE,FALSE,{B0D7D01C-2B6C-48B1-A884-DDC0617F8743},2,5,1,FALSE,8,,FALSE
-1296405289,03-Apr-10,1,2,2570a,FALSE,TRUE,FALSE,{EE10BF2E-FC23-495C-9E51-023AE4386B22},3,5,1,FALSE,9,,FALSE
-1294754200,18-Feb-15,1,4,4756a,TRUE,FALSE,FALSE,{3109AA83-9242-473E-AE40-359BAA8C9464},3,5,3,FALSE,11,,FALSE
-1294322833,02-Nov-97,1,1,0789a,FALSE,TRUE,FALSE,{7060556D-1272-4F0E-921A-702EA9E27733},,,,FALSE,,,TRUE
-1293939243,18-Nov-18,1,1,3901a,FALSE,TRUE,FALSE,{272E5875-8C4C-481C-B934-D05A42060332},3,1,1,FALSE,5,,FALSE
-1293027957,18-Apr-16,1,1,4616a,FALSE,TRUE,FALSE,{48DF2C60-FAF2-4A59-8B96-18F2EA64322A},2,5,1,FALSE,8,,FALSE
-1291892780,01-Dec-17,1,2,4343a,FALSE,TRUE,FALSE,{FFF7201E-0F53-4FA8-9F0E-B43A1EE6D75F},2,5,1,FALSE,8,,FALSE
-1291814348,23-Mar-99,1,5,2497a,TRUE,FALSE,FALSE,{D7CD747A-FDE2-11D5-BC29-92D87531B83C},,,,FALSE,,,TRUE
-1291719682,08-Nov-00,1,1,0461a,FALSE,TRUE,FALSE,{7BCB63BF-A812-4BBC-84DB-D6C4D74B73D0},,,,FALSE,,,TRUE
-1291415515,28-Jan-02,1,2,2556a,FALSE,TRUE,FALSE,{8EFF5070-2F59-11D6-BC29-A3293C98563F},,,,FALSE,,,TRUE
-1291370605,28-Dec-16,1,2,4944a,TRUE,FALSE,FALSE,{7E2C0E99-C08C-456B-B181-DC3E23B711CB},2,1,1,FALSE,4,,FALSE
-1291361497,28-Jul-98,2,2,0401a,FALSE,FALSE,FALSE,{5E7C2030-C983-11D6-BC29-C89FE125A10C},,,,FALSE,,,TRUE
-1291237297,31-Mar-06,1,1,3467a,TRUE,FALSE,FALSE,{DA728F6A-FDCA-45E3-AAD9-DF729D8DE6E4},1,2,1,FALSE,4,,TRUE
-1290894611,06-Dec-94,1,1,0261a,TRUE,FALSE,FALSE,{C817DE5A-E6CA-43F2-8DF6-7D2F4CE1260C},,,,FALSE,,,TRUE
-1290875060,15-Apr-95,1,1,1270a,TRUE,FALSE,FALSE,{9494BBED-532B-4B39-9737-F8A51E9E1B93},,,,FALSE,,,TRUE
-1289993619,31-Mar-95,1,1,0639a,TRUE,FALSE,FALSE,{10FC8531-FC78-4591-B11C-9493147EECE8},,,,FALSE,,,FALSE
-1289984460,04-Nov-03,1,1,2394a,FALSE,TRUE,FALSE,{E348AB54-EF8F-40F3-A7D0-C24B2091E9B4},,,,FALSE,,,TRUE
-1289892239,30-Sep-08,1,2,0553a,FALSE,TRUE,FALSE,{AB43CEA4-D07D-4D8B-971F-8FEC3D82B0D0},1,5,1,FALSE,7,,FALSE
-1289726129,05-Jan-13,1,5,4018a,FALSE,TRUE,FALSE,{1FAF5076-E994-492B-8ECB-DD90D6172DA5},2,5,1,FALSE,8,,FALSE
-1289164951,14-May-03,1,2,2875a,TRUE,FALSE,FALSE,{901B652D-B11E-424D-8E9C-ABCAAC4C2CC8},,,,FALSE,,,TRUE
-1289092469,28-Apr-14,1,2,4524a,FALSE,TRUE,FALSE,{BCA1F975-3FC6-4329-98F3-718E837B1929},2,1,1,FALSE,4,,FALSE
-1287968941,15-Mar-94,1,1,0387a,FALSE,TRUE,FALSE,{A99D00E3-3164-46E4-952B-3885816F049E},,,,FALSE,,,TRUE
-1287963816,13-Jul-97,1,1,1984a,TRUE,FALSE,FALSE,{E39B23D4-0FA4-4018-A3E1-A5B34FB7FC07},,,,FALSE,,,TRUE
-1287946307,17-Nov-16,1,1,4524a,FALSE,TRUE,FALSE,{0B696B7E-0BEB-42D3-9871-7E3B9792DFC7},2,5,1,FALSE,8,,FALSE
-1287861297,04-Mar-98,1,2,0544r,FALSE,TRUE,FALSE,{B518FD19-5570-4B1F-A6DA-364626DC87D6},,,,FALSE,,,FALSE
-1287300344,07-Feb-97,1,1,0641a,FALSE,TRUE,FALSE,{239C2CF7-D2CE-4C2B-BBFE-CD8674DDF8B7},,,,FALSE,,,FALSE
-1287120548,11-Apr-95,1,2,1273a,TRUE,FALSE,FALSE,{21D6F1BB-33A3-4847-B45F-A33A07CF3473},,,,FALSE,,,FALSE
-1286989298,07-Jul-00,1,1,2615a,TRUE,FALSE,FALSE,{C9273251-55E1-11D6-BC29-D3B37C6E843C},,,,FALSE,,,TRUE
-1286170371,20-Apr-10,1,2,3476p,TRUE,FALSE,FALSE,{A65A6F15-2A81-4859-BEA0-4D81A73877A0},2,1,2,FALSE,5,,FALSE
-1286140590,01-Jan-98,1,1,0126a,FALSE,TRUE,FALSE,{EDD4183F-2FF7-4D5D-8292-E6DB6E7B1A0F},,,,FALSE,,,FALSE
-1286090802,27-Sep-12,1,2,3129a,FALSE,TRUE,FALSE,{B16EB1CE-9A4B-439C-B7A3-6CBB4909BD64},1,1,1,FALSE,3,,FALSE
-1286066227,24-Oct-12,1,1,2120p,FALSE,TRUE,FALSE,{0992BC40-EDDC-4250-99FC-C758B75CE396},2,4,1,FALSE,7,,FALSE
-1286054270,26-Jun-98,1,1,0584a,FALSE,TRUE,FALSE,{175B738F-DA01-11D6-BC29-E67DEC568FBB},,,,FALSE,,,FALSE
-1286012097,09-Oct-14,1,4,4662a,TRUE,FALSE,FALSE,{657A1617-3379-457E-81CF-0553BE356B3D},3,1,1,FALSE,5,,FALSE
-1285826027,29-Apr-22,1,2,5377a,TRUE,FALSE,FALSE,{551C8B27-5A4F-4624-93A1-3E19E9F789F3},2,3,2,FALSE,7,,FALSE
-1285517197,09-Dec-03,1,4,4524a,FALSE,TRUE,FALSE,{1AAA4469-5626-4E8B-8DD1-8D511386D32B},2,1,2,FALSE,5,,FALSE
-1285156175,16-Feb-11,1,1,3618a,FALSE,TRUE,FALSE,{9B26C6B7-521F-4B06-A354-997816AF0EE0},2,1,1,FALSE,4,,FALSE
-1284436300,23-Dec-96,1,1,0935a,FALSE,TRUE,FALSE,{EC01CBB5-D5CE-4255-A72D-0FB10DF144A5},,,,FALSE,,,TRUE
-1284432168,17-Apr-08,1,3,3827a,TRUE,FALSE,FALSE,{83E969ED-47E4-4C45-B0A2-1B2BA1E31A3B},2,1,1,FALSE,4,,FALSE
-1284209975,16-Oct-16,1,1,2842p,FALSE,TRUE,FALSE,{2B34B622-1E90-4BEE-B2A7-557678D0EF8A},2,1,1,FALSE,4,,FALSE
-1282920867,19-Dec-98,1,1,2397a,TRUE,FALSE,FALSE,{CDF66D1C-8CFA-11D6-BC29-87B838A11933},,,,FALSE,,,TRUE
-1282830598,10-Nov-94,1,2,1210a,TRUE,FALSE,FALSE,{55021B46-E76B-44D0-97B9-4CFC2E856975},,,,FALSE,,,TRUE
-1282050304,16-Mar-99,1,2,2488a,TRUE,FALSE,FALSE,{120FDD9C-FDE7-11D5-BC29-92D87531B83C},,,,FALSE,,,FALSE
-1281768915,12-May-95,1,1,0037a,FALSE,TRUE,FALSE,{A6E00F77-2EDB-4E07-A38D-74EE7B140A80},,,,FALSE,,,TRUE
-1281685510,15-Jan-02,1,1,2051a,FALSE,TRUE,FALSE,{1592D281-2CFD-11D6-BC29-FEC482CC043C},,,,FALSE,,,TRUE
-1281385736,17-Nov-16,1,1,4445a,FALSE,TRUE,FALSE,{624CEB58-D385-4FDA-AABB-D875596D4D07},2,1,1,FALSE,4,,FALSE
-1281353836,07-Jul-00,1,1,2602a,TRUE,FALSE,FALSE,{C927324B-55E1-11D6-BC29-D3B37C6E843C},,,,FALSE,,,TRUE
-1281008112,08-Dec-03,1,1,1155a,FALSE,TRUE,FALSE,{E70BFF83-60B9-45D8-9531-06B8EFE8DC96},,,,FALSE,,,TRUE
-1280900181,27-Dec-95,1,1,5130a,FALSE,TRUE,FALSE,{9A3651C7-B18F-4E29-8210-338AD82E9AA4},4,5,1,FALSE,10,,FALSE
-1280849199,30-Jun-09,1,1,3313a,FALSE,TRUE,FALSE,{197610F7-3D65-4791-B294-418646F444F1},3,4,2,FALSE,9,,FALSE
-1280758126,25-May-06,1,1,3507a,TRUE,FALSE,FALSE,{9AC95E65-EE3B-4D51-A1F9-478402971412},1,3,1,FALSE,5,,TRUE
-1279581731,01-Jun-07,1,1,2763a,FALSE,TRUE,FALSE,{F31A75F4-3D61-4934-B658-E8AEF1885B76},2,5,1,FALSE,8,,FALSE
-1278443670,31-Dec-07,1,1,2974a,FALSE,TRUE,FALSE,{0073E350-9399-40A8-8C19-EF1463EBA771},1,4,1,FALSE,6,,FALSE
-1278266724,26-Sep-03,1,1,2950a,TRUE,FALSE,FALSE,{475F8D97-0D08-4505-AFEC-9DA22C46F8A0},,,,FALSE,,,FALSE
-1277343468,11-Sep-94,1,1,0991a,FALSE,TRUE,FALSE,{15998D7F-42C2-4990-8DE8-85CD564884D1},,,,FALSE,,,TRUE
-1277023499,17-Dec-97,1,1,0734a,FALSE,TRUE,FALSE,{E6F62BD9-0D8D-4895-91A9-0DF2D8C93829},,,,FALSE,,,TRUE
-1276669226,29-Apr-05,1,2,0699q,FALSE,TRUE,FALSE,{D6EB539B-3DFD-4D3D-87F2-3C4D6DA8C477},,,,FALSE,,,TRUE
-1276642680,27-Jan-08,1,1,3367a,FALSE,TRUE,FALSE,{CD39036A-FBA7-4F23-8C2D-5EE657612351},2,5,1,FALSE,8,,FALSE
-1276136191,02-Jun-10,1,1,4123a,TRUE,FALSE,FALSE,{84E56B69-E7F4-4CB6-9EED-0C27C382ADDB},2,4,1,FALSE,7,,FALSE
-1275974181,23-Jun-96,1,1,1328a,FALSE,TRUE,FALSE,{2CCB790B-4F88-4384-80D8-5ADAE7716FAC},,,,FALSE,,,FALSE
-1275695938,30-Jun-09,1,1,3864a,FALSE,TRUE,FALSE,{156AD329-8032-4E43-BFA5-D5FEEDA613BE},2,4,1,FALSE,7,,FALSE
-1275149267,14-Dec-92,1,1,0641a,FALSE,TRUE,FALSE,{B6B7A61C-ACCC-4614-B320-6299E1ABC1C8},,,,FALSE,,,FALSE
-1273803226,06-May-10,1,3,3743a,FALSE,TRUE,FALSE,{C9C42E20-3F9D-4716-9BD3-4513114FAB99},2,4,3,FALSE,9,,FALSE
-1273780807,06-Apr-16,1,2,4775a,FALSE,TRUE,FALSE,{09FC5BD5-AD35-424F-A4AE-8063608F823E},2,1,1,FALSE,4,,FALSE
-1273699439,01-Jan-98,1,1,0893a,FALSE,TRUE,FALSE,{6887EDCC-1413-4C08-A6CD-EF8569B8AFBD},,,,FALSE,,,TRUE
-1273447990,18-Jun-04,1,1,2895a,FALSE,TRUE,FALSE,{B5B1FDC5-2795-403A-98B8-F27B13B7ED03},,,,FALSE,,,FALSE
-1273107069,27-Aug-01,1,1,0401a,FALSE,TRUE,FALSE,{0F11803D-220E-11D6-BC29-D69F0242453F},,,,FALSE,,,TRUE
-1272855307,22-Jan-96,1,2,0271a,FALSE,TRUE,FALSE,{7D5C8DA4-3F83-4342-A1B8-660A135B44F1},1,5,1,FALSE,7,,FALSE
-1272559220,06-Nov-03,1,1,1410a,FALSE,TRUE,FALSE,{2CB58161-1641-473D-899F-AEED892C83AD},,,,FALSE,,,TRUE
-1272194642,03-Feb-97,1,1,0893a,FALSE,TRUE,FALSE,{F2A03B47-33D4-4A8F-8E8F-4C7364C9B2AC},,,,FALSE,,,TRUE
-1271827735,09-Jan-01,1,2,1410a,FALSE,TRUE,FALSE,{3AFC19C4-0377-11D6-BC29-A1012DD24D3F},,,,FALSE,,,TRUE
-1271677397,27-Mar-97,1,1,0618a,FALSE,TRUE,FALSE,{C864A1C0-34C2-4307-93F8-4C273203876C},,,,FALSE,,,FALSE
-1271537483,27-Mar-12,1,3,4361a,TRUE,FALSE,FALSE,{E17BCCD1-4EDA-4409-9E40-A027984146C0},3,1,2,FALSE,6,,FALSE
-1271202946,19-Mar-20,1,1,4814a,FALSE,TRUE,FALSE,{68D536EA-ED7F-4A89-AE65-ACF7E1B903B4},2,4,1,FALSE,7,,FALSE
-1271179699,12-Dec-09,1,3,2679p,TRUE,FALSE,FALSE,{1AE28162-2D48-445E-816C-8AE94151A9AC},3,2,1,FALSE,6,,FALSE
-1271021749,27-Mar-98,1,2,2184a,FALSE,TRUE,FALSE,{E7F53368-81A2-4178-AB50-4B7C2B960FEF},,,,FALSE,,,TRUE
-1270977600,18-Mar-08,1,1,3813a,TRUE,FALSE,FALSE,{BED46B9D-D9C0-49A0-B3F6-FE367A6D0065},3,2,1,FALSE,6,,FALSE
-1270761840,18-Mar-09,1,3,3948a,TRUE,FALSE,FALSE,{83DA9C01-8F8B-480D-904C-578DC2920EE0},3,1,1,FALSE,5,,FALSE
-1270386665,12-Oct-07,1,1,3703a,TRUE,FALSE,FALSE,{AFC1F99E-CEC7-4744-966C-A9EE723A0F21},3,4,1,FALSE,8,,FALSE
-1270141372,27-Nov-12,1,4,1897a,FALSE,TRUE,FALSE,{1CB8AE30-3275-4986-9BB1-182C02BD6B9A},3,1,1,FALSE,5,,FALSE
-1270055578,26-Feb-98,1,2,2123p,TRUE,FALSE,FALSE,{9DD3F989-9C52-4798-9D24-DF4019263FB2},,,,FALSE,,,FALSE
-1269531685,22-Mar-98,1,1,2479a,TRUE,FALSE,FALSE,{DE03B725-868A-4083-AA7C-CEC1BE4E7C94},,,,FALSE,,,TRUE
-1269263044,03-Dec-97,1,1,2063a,TRUE,FALSE,FALSE,{7E37401D-0F3D-4D81-95B6-F10B9E5874FD},,,,FALSE,,,FALSE
-1268883194,11-Jun-00,1,1,0543a,FALSE,TRUE,FALSE,{D897DDB1-51E5-11D6-BC29-E53863EBB23C},,,,FALSE,,,FALSE
-1268826163,12-Jan-97,1,2,1754a,FALSE,TRUE,FALSE,{4894A0C8-0FC1-4B12-9D5C-DF8A0E20425F},,,,FALSE,,,FALSE
-1268540982,19-May-13,1,3,0401a,FALSE,TRUE,FALSE,{369366F4-51D4-4E54-AD6F-4F49793CDB2D},3,1,1,FALSE,5,,FALSE
-1268209515,18-Dec-17,1,1,2211a,FALSE,TRUE,FALSE,{2D2E4806-F49D-4112-AC63-48E161A06119},2,4,1,FALSE,7,,FALSE
-1267715260,10-Jan-10,1,1,4006a,FALSE,TRUE,FALSE,{B3F7FBEE-4140-456E-99CE-B302EFB599CA},3,1,1,FALSE,5,,FALSE
-1267169908,13-Nov-97,1,1,2055a,TRUE,FALSE,FALSE,{D9C52B07-0A5C-4B7C-A1DD-7BDD397C17B7},,,,FALSE,,,TRUE
-1266906933,22-Nov-13,1,2,3093a,FALSE,TRUE,FALSE,{D30FA852-13D0-401D-9865-81C38BB74AB4},2,5,1,FALSE,8,,FALSE
-1266737228,03-Aug-17,1,1,4970a,TRUE,FALSE,FALSE,{51420D3A-6702-4C46-8008-A51FECBD2F9D},2,4,2,FALSE,8,,FALSE
-1266653522,31-May-06,1,3,3512a,TRUE,FALSE,FALSE,{8FBEB247-2B31-4ABF-8986-AD6EF13525B5},2,5,1,FALSE,8,,TRUE
-1266510709,21-May-99,1,2,0569a,FALSE,TRUE,FALSE,{FCBEB406-4AE9-11D6-BC29-D78D6858523F},,,,FALSE,,,TRUE
-1265999032,14-Nov-13,1,1,4501a,TRUE,FALSE,FALSE,{E0FDEC44-2148-414C-B25C-D28CF6734175},2,1,1,FALSE,4,,FALSE
-1265151511,06-Apr-01,1,1,1291a,FALSE,TRUE,FALSE,{6E3E87BE-0CD4-11D6-BC29-AF5D019B513F},,,,FALSE,,,TRUE
-1265038705,22-Mar-94,1,1,0569a,FALSE,TRUE,FALSE,{73D5C0E1-72E0-4198-B290-F705533EE582},,,,FALSE,,,TRUE
-1264926299,03-Jun-11,1,1,3864a,FALSE,TRUE,FALSE,{B388F44F-9A03-4E5E-B0AC-A9CFA038D39C},2,2,1,FALSE,5,,FALSE
-1264478760,22-Sep-04,1,1,3135a,TRUE,FALSE,FALSE,{C9800225-1E1F-4052-9AAA-30301C7E3D6B},,,,FALSE,,,FALSE
-1264448596,29-Nov-15,1,1,4824a,TRUE,FALSE,FALSE,{C56BCFAC-4986-42F6-BC23-B45F0488819C},4,1,1,FALSE,6,,FALSE
-1263843938,19-Dec-98,1,3,2394a,TRUE,FALSE,FALSE,{CDF66D2C-8CFA-11D6-BC29-87B838A11933},,,,FALSE,,,TRUE
-1263477293,04-Feb-05,1,1,3197a,TRUE,FALSE,FALSE,{6CDC4BDE-8535-448B-8329-9B6D6E8BCB74},,,,FALSE,,,TRUE
-1262876603,19-Feb-02,1,2,1354a,FALSE,TRUE,FALSE,{F4E9A40B-3285-11D6-BC29-9217C9C46E3F},,,,FALSE,,,FALSE
-1262862467,07-Jul-00,1,1,2618a,TRUE,FALSE,FALSE,{C9273254-55E1-11D6-BC29-D3B37C6E843C},,,,FALSE,,,FALSE
-1262829656,23-Mar-99,1,5,2501a,TRUE,FALSE,FALSE,{D7CD7476-FDE2-11D5-BC29-92D87531B83C},,,,FALSE,,,FALSE
-1262764652,02-Jun-08,1,2,1010q,FALSE,TRUE,FALSE,{8EB023E3-59E1-4B35-8F7F-D98E9116BA97},1,5,1,FALSE,7,,FALSE
